TF Padj NES TopMR Cancer Avg_ICR_High Avg_ICR_Low
MBD3 1 -0.617351959987834 0 SKCM -0.0160293009701601 0.0179231729608507
SGF29 1 -0.605045636820451 0 SKCM 0.0397235280241406 -0.0123257669582229
ZC3H11A 1 0.524794669253066 0 SKCM -0.0176573212847116 0.011661607515169
YWHAQ 1 0.597320140425734 0 SKCM -0.015700423493834 0.010302781732484
KDM5A 1 -0.456969032434592 0 SKCM -0.00991876738585427 0.0214572628591258
TNIP2 1 -0.43156846785127 0 SKCM 0.0237141819918499 -0.0089540481577809
ZNF740 1 0.436805648550943 0 SKCM -0.0236527686019211 0.0259973242717281
HNRNPD 1 0.49951009340249 0 SKCM 0.02425938600635 -0.0143655870390066
CDC5L 1 0.490136619649661 0 SKCM -0.0412981100288183 0.0369085936913528
CHCHD2 1 0.48552838903512 0 SKCM 0.0144641885732013 0.00112903100872177
UBE2V1 1 -0.648449778077554 0 SKCM -0.025952866797729 0.0186925960982925
FUS 1 0.4118876115788 0 SKCM 0.0102927409509567 0.00355615853807756
ZFP36L1 1 0.504274917538394 0 SKCM -0.0130775510530151 0.00969354757334773
LYAR 1 -0.564685840791106 0 SKCM -0.0457668675131753 0.0249284767460327
RNF31 1 0.513282524840536 0 SKCM 0.0033664829351632 0.011563827773008
PRPF6 1 0.37823663530653 0 SKCM -0.0171199304926842 -0.00980778787723688
ASCC3 1 -0.575977315695053 0 SKCM 0.026658621360843 -0.00529773377360688
NUMA1 1 -0.607331361985358 0 SKCM 0.00747658751408499 0.00811335747144673
THOC1 1 0.449004147501377 0 SKCM -0.0190640616992257 0.00648413983645961
MNAT1 1 0.510263013773079 0 SKCM -0.0114594233755952 0.00671018573686399
THAP8 1 0.480671534380696 0 SKCM -0.00906961479645588 0.00823963177114688
HAT1 1 0.436748336229313 0 SKCM -0.0248645216114427 0.0112800979695505
MED27 1 -0.623837677536598 0 SKCM 0.00937911906831625 -0.00197905576649933
NOL11 1 0.416829261250866 0 SKCM -0.01642930320703 0.00960393841645206
SNX6 1 0.501718593016854 0 SKCM -0.00372949724861586 0.0119734234759687
ZBED3 1 0.374358896534708 0 SKCM 0.0213218694884086 -0.00448057963737676
TERF2 1 -0.4948729403904 0 SKCM 0.0580480621810357 -0.0270011577882277
ATXN3 1 -0.564241622853201 0 SKCM 0.0135349348163814 -0.00374860527699812
INO80 1 0.388524945567707 0 SKCM 0.0231619184268684 -0.0157757335950931
ZNF142 1 -0.498109359904969 0 SKCM 0.0333482545267283 -0.00430101600658022
DVL1 1 0.481258228804801 0 SKCM 0.00910470732123846 0.00499119863326732
UBA52 1 0.514394371150127 0 SKCM 0.0324042842890724 -0.0157138744664163
MSGN1 1 -0.439888260115299 0 SKCM 0.00241745883833876 0.0098988448239823
ZNF800 1 0.48198506720404 0 SKCM 0.00415482176892198 0.0076483373366337
MTOR 1 -0.571726649879854 0 SKCM -0.0078527621175239 0.0168781451479809
ZBTB25 1 -0.608290926027727 0 SKCM 0.00459693100859046 -0.0015015641301863
NRDE2 1 0.473328791986507 0 SKCM 0.00709382055158644 -0.007389314881869
SNIP1 1 0.422610214323569 0 SKCM 0.0417942753430952 -0.0223124115480879
FEZF2 1 -0.438765914932541 0 SKCM 0.00604493449934209 -0.000523649222067385
SARNP 1 -0.539536494137967 0 SKCM -0.002918484330213 0.011059267233156
CNOT1 1 -0.563886345272261 0 SKCM 0.0159498356765867 0.00159921306321673
SETD3 1 -0.562462122886758 0 SKCM -0.00353295729412882 0.00220368484714887
RBX1 1 0.557591625506101 0 SKCM 0.0313167785675446 -0.0163035937947639
VPS72 1 0.486816853827873 0 SKCM 0.0185774703485152 -0.00620293166721041
DMRTB1 1 0.369113401565563 0 SKCM 0.00144328552364677 0.0065607914684739
PA2G4 1 -0.610202390512303 0 SKCM 0.0123704216357634 0.000711903013888115
CNBP 1 0.489210413411373 0 SKCM -0.0588115563481957 0.0285111572910817
CHTOP 1 0.522808939648015 0 SKCM 0.0573314586224743 -0.0180406576304838
TFDP2 1 0.356388321964276 0 SKCM -0.0569101110756518 0.0179100028957873
ARID1A 1 -0.595582344882996 0 SKCM -0.0519476075949558 0.0361076678682309
HAX1 1 0.457777419009511 0 SKCM -0.000931177850493429 0.00775362717183169
YLPM1 1 -0.41218626958745 0 SKCM -0.0183149524868779 0.013690547938754
CRX 1.4553245453917e-05 1.83700418428013 1 STAD 0.0258563296607964 -0.00702600811429748
DPPA4 1.4553245453917e-05 2.06432003117644 1 STAD 0.0614177489883732 -0.0360833513795643
NANOG 1.4553245453917e-05 1.75131574242097 1 STAD -0.00408003738649415 0.00673742295539586
ZIM3 1.4553245453917e-05 1.94751361236403 1 STAD 0.0595805683889537 -0.0280879744857128
PRDM14 1.4553245453917e-05 1.7809761677315 1 STAD 0.0335687434151639 -0.0149072172806784
PSMB10 1.4553245453917e-05 2.46887648054712 1 STAD 0.0643772217034901 -0.0463459786088715
ZEB2 1.4553245453917e-05 2.14726108538914 1 STAD -0.0112785213249437 -0.0172046937890881
LGALS9 1.4553245453917e-05 1.95949625758149 1 STAD 0.0581811978890751 -0.0443660680167032
ZBED2 1.4553245453917e-05 2.35205386479688 1 STAD 0.101019426768339 -0.0618515376445316
KLHL6 1.4553245453917e-05 3.38609464571418 1 STAD 0.0403000912261396 -0.0423825738393062
SFMBT2 1.4553245453917e-05 2.43098389027299 1 STAD 0.0139435892563226 -0.0200833699249954
BOLA3 1.4553245453917e-05 1.86533323528823 1 STAD 0.0350335998579652 -0.00501208108731929
ORC1 1.4553245453917e-05 2.48222322928435 1 STAD 0.0499316800551408 -0.0217710941355088
WNT8A 1.4553245453917e-05 1.80218177640558 1 STAD 0.00724088289799456 0.0115184645446947
HCLS1 1.4553245453917e-05 3.34025101062279 1 STAD 0.0259922080190894 -0.0347381315617822
PRKCB 1.4553245453917e-05 2.95017372240782 1 STAD 0.0193801713886831 -0.0228449815054497
BIRC5 1.4553245453917e-05 2.24010483296242 1 STAD 0.0416204035821327 -0.0114854337267627
IL16 1.4553245453917e-05 3.33706455966235 1 STAD 0.0317400813212249 -0.0350233645518717
CDC45 1.4553245453917e-05 2.60835888015581 1 STAD 0.0435740473880408 -0.013748832627169
FLI1 1.4553245453917e-05 2.84400855174588 1 STAD 0.0151240397381329 -0.0318862882520608
RHOH 1.4553245453917e-05 3.40356060613004 1 STAD 0.0487126409436322 -0.0486212852424127
SLIRP 1.4553245453917e-05 1.84964067433335 1 STAD 0.00446519446952345 0.00808014329830304
POU2F2 1.4553245453917e-05 2.57096816461814 1 STAD 0.0141607341520527 -0.0237826326590568
ITGB2 1.4553245453917e-05 3.47493683712364 1 STAD 0.0595175611178028 -0.0466193687164621
IKZF1 1.4553245453917e-05 3.46893350616698 1 STAD 0.0408977620725366 -0.0397511260125083
TNFSF8 1.4553245453917e-05 3.39680352357579 1 STAD 0.0440480756856049 -0.0426447698131261
PRAMEF18 1.4553245453917e-05 2.01857185330181 1 STAD 0.0682697375286145 -0.0390707052168369
CD4 1.4553245453917e-05 3.41531130423643 1 STAD 0.0418857235845222 -0.0410117309704099
SP140 1.4553245453917e-05 3.38085064171725 1 STAD 0.0775674543449554 -0.0589608647704573
H2AFB2 1.4553245453917e-05 2.68998605977591 1 STAD 0.0499177561012238 -0.024647344021976
LYL1 1.4553245453917e-05 2.52535250189213 1 STAD 0.0210853903030256 -0.0268219002307114
GDF1 1.4553245453917e-05 2.71118630832368 1 STAD 0.0639197169295441 -0.0364617094201696
E2F1 1.4553245453917e-05 2.07645064453297 1 STAD 0.0112416521984497 0.000745736170871369
PLEK 1.4553245453917e-05 3.48293474170665 1 STAD 0.0621976804638916 -0.0507207098209144
CD28 1.4553245453917e-05 3.42210955280238 1 STAD 0.0536995775827259 -0.0459354265470673
PTTG1 1.4553245453917e-05 2.16287485600083 1 STAD 0.0507489278932489 -0.0208651838620032
NCF1 1.4553245453917e-05 3.49580396405734 1 STAD 0.0713585786434184 -0.0519514002016108
AURKB 1.4553245453917e-05 2.18604878463702 1 STAD 0.046828365305062 -0.0177993989825935
TBX21 1.4553245453917e-05 3.17814890844045 1 STAD 0.0929754070751711 -0.0615677641499604
ASF1B 1.4553245453917e-05 2.33369338727339 1 STAD 0.0638130928309655 -0.0297097382687206
BTK 1.4553245453917e-05 3.41633609661229 1 STAD 0.0520859299442159 -0.0506010167683009
LPXN 1.4553245453917e-05 3.47504769772058 1 STAD 0.0611587211154764 -0.0484319802271246
NLRC5 1.4553245453917e-05 2.29975209769501 1 STAD 0.0768381004742197 -0.0457417385653069
ZNF831 1.4553245453917e-05 3.48260732366264 1 STAD 0.0514813743285658 -0.0494155066176569
PRAMEF20 1.4553245453917e-05 1.81758718451462 1 STAD -0.00148375829470414 0.00692964556175148
NLRC3 1.4553245453917e-05 3.1306504442986 1 STAD 0.0647500856131373 -0.0489545696153456
AKNA 1.4553245453917e-05 2.80409642122207 1 STAD 0.034221895659592 -0.0399450496090214
CHAF1B 1.4553245453917e-05 1.84924855840344 1 STAD 0.0594685337882802 -0.0263528165769358
CMKLR1 1.4553245453917e-05 3.23513590822601 1 STAD 0.0461630014556512 -0.0436389056215299
HCK 1.4553245453917e-05 3.39707846775441 1 STAD 0.067288507479784 -0.0527984583098385
WDHD1 1.4553245453917e-05 2.16738515436239 1 STAD 0.0426687188072225 -0.00725647427537173
PRAMEF26 1.4553245453917e-05 2.67276556102746 1 STAD 0.05688326361868 -0.0337928641767427
E2F7 1.4553245453917e-05 2.17553067267314 1 STAD 0.06049592565089 -0.0230865553924474
PLK1 1.4553245453917e-05 2.30700436020637 1 STAD 0.0247408233107222 -0.00975993764924724
RHOG 1.4553245453917e-05 1.9402909159445 1 STAD 0.0530520071389699 -0.0412536972868679
PARP15 1.4553245453917e-05 2.54701097575894 1 STAD 0.0384241937487471 -0.0387321478310718
SPI1 1.4553245453917e-05 3.39353235316989 1 STAD 0.0634947220850096 -0.0497222547797661
HAVCR2 1.4553245453917e-05 3.39381853239088 1 STAD 0.0685634293154227 -0.0575283200373698
FBXO5 1.4553245453917e-05 1.90775483200308 1 STAD 0.042057585827694 -0.012794291908515
NLRP3 1.4553245453917e-05 3.05432753897063 1 STAD 0.0379928334978251 -0.0360838651131506
CYLD 1.4553245453917e-05 1.99398817312483 1 STAD 0.0162166211642615 -0.0220190156392557
CD3D 1.4553245453917e-05 3.53013294078232 1 STAD 0.0865359226526947 -0.0602818522213022
HIST1H2AK 1.4553245453917e-05 2.49822213862508 1 STAD 0.0575648210881489 -0.0212552183737506
TLR4 1.4553245453917e-05 2.39861298174205 1 STAD 0.00649524112481247 -0.0289683595320858
ETV7 1.4553245453917e-05 2.6622759690334 1 STAD 0.0767000497474188 -0.0367941286423502
PYHIN1 1.4553245453917e-05 3.49127842717917 1 STAD 0.0860736968456476 -0.059052546687355
LILRB4 1.4553245453917e-05 3.32602223581011 1 STAD 0.0605783459342938 -0.0506072279214813
CDT1 1.4553245453917e-05 2.61721261746541 1 STAD 0.0583218364520081 -0.0228653736480198
ADIRF 1.4553245453917e-05 2.24634690725268 1 STAD 0.060415933593033 -0.0286836367716316
NUPR2 1.4553245453917e-05 -2.15647656330961 1 STAD -0.062846207632977 0.0330462491173768
CD86 1.4553245453917e-05 3.412955524654 1 STAD 0.0707617005471122 -0.0536195673985969
H2AFB3 1.4553245453917e-05 2.66997831484993 1 STAD 0.0566819519955185 -0.0334542653212518
CCNA2 1.4553245453917e-05 2.44724942793399 1 STAD 0.0286094168027265 -0.00785061201607884
FERD3L 1.4553245453917e-05 2.2015723898785 1 STAD 0.0770763374339772 -0.0372951105100837
CENPF 1.4553245453917e-05 2.25865554050691 1 STAD -0.0131633232910572 0.0212823460691912
DLGAP5 1.4553245453917e-05 2.51954085579426 1 STAD 0.0393326288164243 -0.0137679466906723
CDX4 1.4553245453917e-05 2.58199795285389 1 STAD 0.0542104471842168 -0.0320393422040339
ZNF683 1.4553245453917e-05 2.5354933638244 1 STAD 0.0781865261894558 -0.0533751151717198
BMP15 1.4553245453917e-05 2.70492390155458 1 STAD 0.0540890609554073 -0.0341084644664845
TRIM22 1.4553245453917e-05 2.54336504944737 1 STAD 0.0320754873321189 -0.04082798751399
TIMELESS 1.4553245453917e-05 1.86203381577592 1 STAD 0.0052290025142627 0.017032050207215
NLRC4 1.4553245453917e-05 2.76047436946725 1 STAD 0.0930720205928251 -0.057464675133418
TFEC 1.4553245453917e-05 3.03039420696294 1 STAD 0.0420275480283302 -0.0457652835258819
CD80 1.4553245453917e-05 3.13403701999009 1 STAD 0.0792589857799651 -0.0510381750477991
MNDA 1.4553245453917e-05 3.2977959021477 1 STAD 0.0532542542448008 -0.0478055495521697
CRABP2 1.4553245453917e-05 -2.21629797032352 1 STAD -0.0550251675525555 0.0413975968474832
IRF1 1.4553245453917e-05 2.99497379928239 1 STAD 0.0850243491823046 -0.0441327198110769
BATF2 1.4553245453917e-05 2.74641098733973 1 STAD 0.0686628230416231 -0.0300709298504511
SLA2 1.4553245453917e-05 3.4677306386462 1 STAD 0.0897868117542646 -0.0639902974717994
APOE 1.4553245453917e-05 2.67071531953943 1 STAD 0.0510264699577696 -0.0344911938839341
TCF24 1.4553245453917e-05 -2.18698368282824 1 STAD -0.124042738372312 0.063202254757028
MAFB 1.4553245453917e-05 2.32396326426402 1 STAD 0.00965796556071603 -0.0196946668283216
CD40LG 1.4553245453917e-05 3.06801665164493 1 STAD 0.0414312592964843 -0.0476971388888342
FASLG 1.4553245453917e-05 2.74517780644481 1 STAD 0.0987969292690964 -0.0647120433012346
FSHB 1.4553245453917e-05 2.57106226156661 1 STAD 0.0465783483965936 -0.0269505374009595
CHEK1 1.4553245453917e-05 2.11414761676867 1 STAD 0.0169336426455 0.00428721033392646
IFNG 1.4553245453917e-05 2.91786859002572 1 STAD 0.0820789014599727 -0.0501020020281991
CIITA 1.4553245453917e-05 2.54514995241383 1 STAD 0.0441759931478563 -0.037419418678294
FOXM1 1.4553245453917e-05 2.42588308974674 1 STAD 0.0319343105900672 -0.00661709520203703
SP110 1.4553245453917e-05 2.58344950131815 1 STAD 0.0599066290625501 -0.0441453591926061
ATAD2 1.4553245453917e-05 2.04231108666953 1 STAD 0.0265144660903806 -0.00270234870648679
IRF4 1.4553245453917e-05 3.28420292406608 1 STAD 0.0613771302649749 -0.0553741547945984
BRIP1 1.4553245453917e-05 2.06455673670608 1 STAD 0.0167363693592153 7.47435974145149e-05
PSME1 1.4553245453917e-05 2.1924010144985 1 STAD 0.0700819851829796 -0.0454942696837543
WNT2 1.4553245453917e-05 2.23972989637276 1 STAD 0.0473333491425793 -0.0375325614789856
SUV39H1 1.4553245453917e-05 2.04732361990521 1 STAD 0.053746672976178 -0.013463356040624
TMIGD3 1.4553245453917e-05 2.8457706734408 1 STAD 0.0574381753371173 -0.0497841306775495
PYGO1 1.4553245453917e-05 -2.17630024353603 1 STAD -0.00660573330300881 -0.0141143383103313
KCNIP3 1.4553245453917e-05 -2.23001150656972 1 STAD -0.0502428256803793 0.0103162299332108
ETS1 1.4553245453917e-05 2.37210423920575 1 STAD 0.0127302229906005 -0.0365224295409943
STAT1 1.4553245453917e-05 2.99677482183759 1 STAD 0.0892474772133999 -0.0571198370522154
PRAMEF27 1.4553245453917e-05 2.40341294466506 1 STAD 0.0755112214367759 -0.0378111834073035
SP100 1.4553245453917e-05 2.48334281257741 1 STAD 0.0415730591428915 -0.0434416107077459
ELOA3D 1.4553245453917e-05 2.43061442562929 1 STAD 0.0655184868559506 -0.0281876166463403
SLC11A1 1.4553245453917e-05 2.3891596113128 1 STAD 0.0411895722249502 -0.0165188723168575
ELOA3B 1.4553245453917e-05 2.58976996089038 1 STAD 0.0509184235133654 -0.0183261534534575
MMP12 1.4553245453917e-05 2.56796955628986 1 STAD 0.0470030176634292 -0.0297062838732642
POU2AF1 1.4553245453917e-05 2.91993965836782 1 STAD 0.0346986674350643 -0.0413070763731615
HOXB9 1.4553245453917e-05 -2.10593570110273 1 STAD 0.013475923060457 -0.0249079348896908
FEZF1 1.4553245453917e-05 -2.16655958149966 1 STAD -0.0281604625530221 0.0104378062990149
CXCL10 1.4553245453917e-05 2.88919149626786 1 STAD 0.0722925155508141 -0.038956240755258
NEUROG3 1.4553245453917e-05 -2.23956298467843 1 STAD -0.0775601080080293 0.0179957936096728
NFAM1 1.4553245453917e-05 3.01162480364957 1 STAD 0.0343637305203855 -0.0404680811736676
PSMB9 1.4553245453917e-05 2.92582932834615 1 STAD 0.0672546810501431 -0.0428280775895774
PARP14 1.4553245453917e-05 2.85028091485925 1 STAD 0.0866327413439826 -0.0539427091656295
IKZF3 1.4553245453917e-05 2.95923857835819 1 STAD 0.0377041418664192 -0.0379774603896418
OSM 1.4553245453917e-05 2.78919248253567 1 STAD 0.0492657780003663 -0.0336937658327044
MAGEA2 1.4553245453917e-05 -2.43315806125049 1 STAD 0.0333308426671301 -0.0194212632033228
PAX5 1.4553245453917e-05 2.51339289565993 1 STAD 0.0129203153166445 -0.022787077893038
MAGEA2B 1.4553245453917e-05 -2.51031245657657 1 STAD -0.0272862749895548 0.0212493543213059
ICAM1 1.4553245453917e-05 2.5747842050262 1 STAD 0.0447538754526028 -0.0496177321287349
PLSCR1 1.4553245453917e-05 2.4834684205276 1 STAD 0.0612953809346474 -0.0317683630525581
FOXP3 1.4553245453917e-05 3.14591225541952 1 STAD 0.101081945092214 -0.0731823840765544
SETSIP 1.4553245453917e-05 2.05877268223046 1 STAD 0.0392183675176416 -0.0139307092368603
TNFRSF4 1.4553245453917e-05 2.30189241008644 1 STAD 0.0888549590310245 -0.0531046244936219
DTX3L 1.4553245453917e-05 2.66531555734984 1 STAD 0.0986883296618426 -0.0530071306821486
SOHLH1 1.4553245453917e-05 -2.22028194490232 1 STAD -0.0205652654918847 0.0151715734992336
PARP9 1.4553245453917e-05 2.9855896712068 1 STAD 0.0703028602000542 -0.0366893827945369
NMI 1.4553245453917e-05 2.39805713345235 1 STAD 0.0718327162393206 -0.039403648735839
IL6 1.4553245453917e-05 2.06864013341532 1 STAD 0.00697935996767972 -0.0130400533720879
HIST1H3I 1.4553245453917e-05 2.13483563643059 1 STAD 0.0436328983791529 -0.0207193047040372
TNIP3 1.4553245453917e-05 2.85931365833244 1 STAD 0.107019736660905 -0.063463585697876
ATXN3L 1.4553245453917e-05 2.34276553945166 1 STAD 0.0790335436546442 -0.0419497751073162
PAX4 1.4553245453917e-05 -2.27574556200344 1 STAD -0.0891310070569757 0.0326833982621876
AIM2 1.4553245453917e-05 2.56194992134098 1 STAD 0.0918333897156865 -0.059033945021816
TLR6 1.4553245453917e-05 2.44662645976404 1 STAD 0.0431577200727856 -0.0463625901551251
TFR2 1.4553245453917e-05 -2.18298914715266 1 STAD -0.0408151970364102 0.029060939288255
CD38 1.4553245453917e-05 2.96662645437996 1 STAD 0.04115515544086 -0.0445034501252613
STAT4 1.4553245453917e-05 2.97779105095539 1 STAD 0.075448011052272 -0.0530905492781395
EIF2AK2 1.4553245453917e-05 2.22000696783286 1 STAD 0.0211464905090373 -0.0120968689156356
PIM2 1.4553245453917e-05 2.84956732577225 1 STAD 0.0871572178575917 -0.0761924918012669
PSMB8 1.4553245453917e-05 2.60457013111651 1 STAD 0.0633214243093483 -0.0298031689006661
GFI1 1.4553245453917e-05 2.6196936791184 1 STAD 0.0779962960919129 -0.0464499324884846
ADGRG3 1.4553245453917e-05 2.67375273716645 1 STAD 0.0277845577267758 -0.0284218123361047
SPP1 1.4553245453917e-05 2.37413638490736 1 STAD 0.0263680351362243 -0.0231666673857682
IGSF1 1.4553245453917e-05 -2.46039779709651 1 STAD -0.0323216307323724 0.00827765090838409
CARD14 1.4553245453917e-05 -2.24533796196164 1 STAD -0.0244276117025585 0.0146444560474466
PRAMEF5 1.4553245453917e-05 2.37436992681898 1 STAD 0.0481804657075303 -0.0222196112352272
TFCP2L1 1.4553245453917e-05 -2.41817563712432 1 STAD -0.0629644946906569 0.0471551608512828
EVX1 1.4553245453917e-05 -2.22989734740317 1 STAD -0.0690757076047594 0.0350443031398558
TLR2 1.4553245453917e-05 2.08098644774054 1 STAD 0.061143555241277 -0.0508149395624781
IRF7 1.4553245453917e-05 2.71046181771438 1 STAD 0.0837711554697941 -0.0459530671637636
HAMP 1.4553245453917e-05 2.49285297991322 1 STAD 0.0566490147464392 -0.0400666869536811
AICDA 1.4553245453917e-05 2.34056752949371 1 STAD 0.038668760065039 -0.0308640275087853
CA9 1.4553245453917e-05 -2.22924854450228 1 STAD -0.0188214845993578 0.00880438298881956
PADI4 1.4553245453917e-05 2.33241551745335 1 STAD 0.047749894401758 -0.0414568383436267
NKX2-8 1.4553245453917e-05 -2.24351470653847 1 STAD -0.018583356758417 -0.00274857108257548
DACH1 1.4553245453917e-05 -2.34946871830427 1 STAD -0.0515184425388953 0.0348602505345854
YBX2 1.4553245453917e-05 -2.19214738046635 1 STAD -0.0884411483953435 0.0488141785401294
PML 1.4553245453917e-05 2.46466193621192 1 STAD 0.0570923580346437 -0.0622756707143121
DDX58 1.4553245453917e-05 2.58846891383072 1 STAD 0.0607236622097875 -0.0626016483054794
MIXL1 1.4553245453917e-05 2.3407613805921 1 STAD 0.025533975632383 -0.0316312024995396
WWTR1 1.4553245453917e-05 -2.14307701739691 1 STAD -0.026076377319222 0.00786733278570992
CD74 1.4553245453917e-05 2.70879903439842 1 STAD 0.0713976722754097 -0.0594973598037362
ONECUT2 1.4553245453917e-05 -2.42078217099545 1 STAD -0.0463914081505557 0.00507881570173904
TNFSF4 1.4553245453917e-05 2.11786751587994 1 STAD 0.0299457940305845 -0.0325298937026161
HELZ2 1.4553245453917e-05 2.08003403642231 1 STAD 0.00704677034333639 -0.0133108925838512
INHA 1.4553245453917e-05 -2.43633640228001 1 STAD -0.0306477263903826 0.0253521936795386
IL10 1.4553245453917e-05 2.48766061544062 1 STAD 0.0692693405394682 -0.0488277991986036
CTNND2 1.4553245453917e-05 -2.26716159966555 1 STAD -0.0307761537428362 0.00164357798755701
DMRTA1 1.4553245453917e-05 -2.52427728707381 1 STAD -0.0329408173011614 0.0170288206736249
TRAF1 1.4553245453917e-05 2.16010390789713 1 STAD 0.0431489119263071 -0.0274407225011276
IRX3 1.4553245453917e-05 -2.40138229867427 1 STAD -0.0662888005815135 0.0328019088669756
FEV 1.4553245453917e-05 -2.35668391016889 1 STAD -0.138816005384175 0.0462788332667642
ZNF280A 1.4553245453917e-05 -2.39457718335423 1 STAD -0.0374227806201244 0.0155835369629547
MYT1 1.4553245453917e-05 -2.24425004500142 1 STAD -0.0563048314635175 0.0312237083298381
ZNF716 1.4553245453917e-05 -2.23661512628941 1 STAD -0.0141989036350783 0.0173083273215212
PRDM16 1.4553245453917e-05 -2.24842050518198 1 STAD -0.0431587805934506 0.0193213835721158
EOMES 1.4553245453917e-05 2.46402328109649 1 STAD 0.0514205948120783 -0.0309832959088438
KLF15 1.4553245453917e-05 -2.38274988470226 1 STAD -0.104883658264108 0.032838911909979
IRF9 1.4553245453917e-05 2.08286778745151 1 STAD 0.0251852714685857 -0.0185453741958913
TRIM21 1.4553245453917e-05 2.1654502115301 1 STAD 0.07210739727697 -0.0394967911296283
HOXD11 1.4553245453917e-05 -2.49471073095893 1 STAD -0.0377714191547619 0.0133059906793982
NKX6-2 1.4553245453917e-05 -2.23689181721516 1 STAD -0.063719655609852 0.0174267465827543
FOXD3 1.4553245453917e-05 -2.1947733503307 1 STAD -0.0441093956379938 0.0120658442703677
HOXA9 1.4553245453917e-05 -2.13516815810756 1 STAD -0.0688628042842158 0.033094847632967
HOXC10 1.4553245453917e-05 -2.19920157271106 1 STAD -0.0332242315899202 0.0211283645895731
NEUROD1 1.4553245453917e-05 -2.35003647694382 1 STAD -0.100243728240812 0.0320438351138072
NKX2-2 1.4553245453917e-05 -2.39879047738044 1 STAD -0.061136086651024 0.0157637992234107
TCEA3 1.4553245453917e-05 -2.44390576054266 1 STAD -0.0528256099363926 0.0240084268439143
FOXF2 1.4553245453917e-05 -2.19825937901928 1 STAD -0.0498977564659899 0.00859549524511238
ATOH1 1.4553245453917e-05 -2.70180621096292 1 STAD -0.0398857454623576 0.0187380798080923
HOXD10 1.4553245453917e-05 -2.47613347503617 1 STAD -0.0147775915251829 0.00599971959936256
DAP 1.4553245453917e-05 -2.07021204137927 1 STAD -0.0339832015770288 0.013095809860335
ST18 1.4553245453917e-05 -2.22583445755198 1 STAD -0.0127215497918947 0.00545452192794811
NEXMIF 1.4553245453917e-05 -2.3280022625011 1 STAD -0.0135898492483797 -0.0123996045630766
ZNF423 1.4553245453917e-05 -2.32158269254578 1 STAD -0.0296401494051534 -0.000163060666878752
SOHLH2 1.4553245453917e-05 -2.47447163552838 1 STAD -0.0611807619774621 0.0279734543899979
BMP5 1.4553245453917e-05 -1.93487168224913 1 STAD -0.019288482183099 -0.00259579855206326
RFX6 1.4553245453917e-05 -2.76268957071204 1 STAD -0.0986509467316802 0.0322253490752216
CEBPE 1.4553245453917e-05 2.30936447830519 1 STAD 0.0347809187260142 -0.0405162944581791
ESR1 1.4553245453917e-05 2.41110117756184 1 STAD 0.0212597974670074 -0.0397759117123929
ARMCX3 1.4553245453917e-05 -2.07514323588942 1 STAD -0.0859808332890428 0.0336972384419913
POU6F2 1.4553245453917e-05 -2.55012388324956 1 STAD -0.0757584435931602 0.0390925602268952
SMAD9 1.4553245453917e-05 -2.24044019971486 1 STAD -0.0647866239471129 0.0120359784458442
SALL1 1.4553245453917e-05 -2.06597140900275 1 STAD -0.0056391260523508 -0.000102482421130852
MAGEA1 1.4553245453917e-05 -2.6908992873365 1 STAD -0.0302607944997124 0.012042707477884
CLU 1.4553245453917e-05 -2.10247134798054 1 STAD -0.0683762776350297 0.0205440700164358
AR 1.4553245453917e-05 -2.28171693158128 1 STAD -0.0536816294309648 0.0160130399316984
PASD1 1.4553245453917e-05 -2.17969151149882 1 STAD -0.088428159441053 0.0387182988123169
NRG1 1.4553245453917e-05 -2.07398045272914 1 STAD -0.0375070156133095 0.00262709643226488
TCEAL9 1.4553245453917e-05 -2.07697374523275 1 STAD -0.0564608833004698 0.0124815034044409
INSM1 1.4553245453917e-05 -2.58725403525659 1 STAD -0.0767872781859753 0.0304412807709178
HOXC13 1.4553245453917e-05 -2.57720544978158 1 STAD -0.0167530473667004 0.017982818380677
HOXA11 1.4553245453917e-05 -2.019279588646 1 STAD -0.0203470188042834 0.00964466903210241
SPIB 1.4553245453917e-05 2.16617526409061 1 STAD 0.0171914937712344 -0.0538803854819396
ZBTB7B 1.4553245453917e-05 -2.26317567637267 1 STAD -0.0305385754673914 0.0153026026271156
VGLL1 1.4553245453917e-05 -2.0702854944542 1 STAD -0.0196987105667458 0.0176050957503186
SOSTDC1 1.4553245453917e-05 -2.28906380832031 1 STAD -0.0915572511262547 0.0328646346043345
NR1H4 1.4553245453917e-05 -2.5455075621067 1 STAD -0.0622465098543539 0.0186497070296582
TCEAL3 1.4553245453917e-05 -1.95621998909533 1 STAD -0.0286158924420662 -0.0109306081062523
ITGA8 1.4553245453917e-05 -1.97863595615628 1 STAD -0.049286594130356 -0.00440517964544562
DMD 1.4553245453917e-05 -2.46358781084696 1 STAD -0.0637061088772296 0.0112796178915531
HOXC12 1.4553245453917e-05 -2.7619336780217 1 STAD -0.0545793465006281 0.0345465261654885
SOX21 1.4553245453917e-05 -2.13403793974268 1 STAD -0.0263059996569375 0.0117107595031774
NR0B2 1.4553245453917e-05 -2.41989096302131 1 STAD -0.0440334861905772 0.0161778003004007
SMYD1 1.4553245453917e-05 -2.48502187790982 1 STAD -0.0270319823937811 0.00894679625340757
FADS1 1.4553245453917e-05 -2.15240906094249 1 STAD -0.0300887287510766 0.0107354597931947
